;TRADE_DATETIME;INSTRUMENT;LIQUIDITY_PARTNER;SIDE;BOUGHTCCY;BOUGHTAMT;SOLDCCY;SOLDAMT;SPOT_DATE;MATURITY_DATE;MATURITY;MATURITY_GROUPS;CCYPAIR;RIC;PRICE
750;2023-11-14 13:48:41;Spot;Deutsche Bank;Sell;DKK;7500000.0;JPY;163541250.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.045859989452202425
751;2023-11-14 13:48:41;Spot;Deutsche Bank;Sell;DKK;7400000.0;JPY;161360700.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.045859989452202425
752;2023-11-14 13:49:16;Spot;JP Morgan;Sell;DKK;7400000.0;JPY;161357148.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.045860998980968605
753;2023-11-14 13:49:16;Spot;JP Morgan;Sell;DKK;51058.43;JPY;1113352.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.04586009635766586
754;2023-11-14 13:49:16;Spot;Citi;Sell;DKK;7000000.0;JPY;152635000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.04586104104563173
755;2023-11-14 13:49:16;Spot;Deutsche Bank;Sell;DKK;14900000.0;JPY;324894500.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.04586104104563173
756;2023-11-14 13:57:02;Spot;Citi;Buy;EUR;500000.0;GBP;436010.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;EUR/GBP;EURGBP=;0.87202
757;2023-11-14 14:10:25;Spot;UBS;Buy;PLN;1000000.0;DKK;1687330.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.68733
758;2023-11-14 14:12:15;Spot;UBS;Buy;PLN;2000000.0;DKK;3374340.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.68717
759;2023-11-14 14:15:21;Spot;Deutsche Bank;Sell;DKK;855380.0;GBP;100000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;GBP/DKK;GBPDKK=;8.5538
760;2023-11-14 14:23:47;Spot;UBS;Sell;DKK;3377200.0;PLN;2000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.6886
761;2023-11-14 14:30:28;Spot;UBS;Sell;USD;538635.0;EUR;500000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9282723922507821
762;2023-11-14 14:31:28;Spot;Citi;Buy;USD;1100000.0;DKK;7614420.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.9222
763;2023-11-14 14:31:28;Spot;UBS;Buy;USD;1000000.0;DKK;6922380.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.92238
764;2023-11-14 14:31:28;Spot;JP Morgan;Buy;USD;900000.0;DKK;6230151.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.92239
765;2023-11-14 14:33:18;Spot;Deutsche Bank;Sell;DKK;769650.12;SEK;1200000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6413751
766;2023-11-14 14:34:49;Spot;Deutsche Bank;Sell;USD;539265.0;EUR;500000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9271879317218807
767;2023-11-14 14:35:09;Spot;UBS;Sell;DKK;3424940.0;GBP;400000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;GBP/DKK;GBPDKK=;8.56235
768;2023-11-14 14:35:09;Spot;Deutsche Bank;Sell;DKK;6849840.0;GBP;800000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;GBP/DKK;GBPDKK=;8.5623
769;2023-11-14 14:35:09;Spot;Deutsche Bank;Sell;DKK;6849840.0;GBP;800000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;GBP/DKK;GBPDKK=;8.5623
770;2023-11-14 15:08:14;Spot;JP Morgan;Sell;USD;540465.0;EUR;500000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9251292868178328
771;2023-11-14 15:09:14;Spot;UBS;Buy;PLN;7400000.0;DKK;12530420.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.6933
772;2023-11-14 15:11:24;Spot;JP Morgan;Buy;USD;1000000.0;DKK;6896140.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.89614
773;2023-11-14 15:11:29;Spot;Citi;Buy;USD;1000000.0;DKK;6896160.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.89616
774;2023-11-14 15:11:29;Spot;JP Morgan;Buy;USD;2000000.0;DKK;13792260.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.89613
775;2023-11-14 15:12:15;Spot;JP Morgan;Buy;USD;500000.0;DKK;3447715.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.89543
776;2023-11-14 15:36:18;Spot;UBS;Buy;USD;200000.0;SEK;2136156.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/SEK;USDSEK=;10.68078
777;2023-11-14 15:39:23;Spot;Deutsche Bank;Buy;USD;500000.0;DKK;3444950.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.8899
778;2023-11-14 15:43:39;Spot;JP Morgan;Buy;USD;300000.0;DKK;2067411.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.89137
779;2023-11-14 15:57:02;Spot;UBS;Sell;DKK;12707325.0;PLN;7500000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.69431
780;2023-11-14 15:57:47;Spot;Deutsche Bank;Sell;DKK;5083500.0;PLN;3000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.6945
781;2023-11-14 15:57:47;Spot;UBS;Sell;DKK;7624755.0;PLN;4500000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.69439
782;2023-11-14 15:57:52;Spot;JP Morgan;Sell;DKK;7399999.95;SEK;11466152.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6453777998058983
783;2023-11-14 15:57:52;Spot;Citi;Sell;DKK;1270505.32;SEK;1968648.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6453694718405728
784;2023-11-14 15:57:52;Spot;UBS;Sell;DKK;4999999.97;SEK;7747400.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6453778002942923
785;2023-11-14 15:57:52;Spot;Deutsche Bank;Sell;DKK;4399999.97;SEK;6817800.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6453694696236322
786;2023-11-14 16:30:28;Swap;Deutsche Bank;Buy;USD;50000000.0;DKK;344100000.0;2023-11-16 00:00:00;2024-02-16 00:00:00;94;3M;USD/DKK;USDDKK=;6.882
787;2023-11-14 16:36:09;Spot;Citi;Sell;DKK;7570178.0;USD;1100000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88198
788;2023-11-14 16:36:09;Spot;Deutsche Bank;Sell;DKK;4129200.0;USD;600000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
789;2023-11-14 16:36:09;Spot;JP Morgan;Sell;DKK;6881940.0;USD;1000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88194
790;2023-11-14 16:36:09;Spot;Barclays;Sell;DKK;3440970.0;USD;500000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88194
791;2023-11-14 16:36:09;Spot;Deutsche Bank;Sell;DKK;8946600.0;USD;1300000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
792;2023-11-14 16:36:10;Spot;Deutsche Bank;Sell;DKK;8946600.0;USD;1300000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
793;2023-11-14 16:36:10;Spot;Deutsche Bank;Sell;DKK;5505600.0;USD;800000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
794;2023-11-14 16:36:10;Spot;JP Morgan;Sell;DKK;13763880.0;USD;2000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88194
795;2023-11-14 16:36:10;Spot;JP Morgan;Sell;DKK;688199.0;USD;100000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88199
796;2023-11-14 16:36:10;Spot;Deutsche Bank;Sell;DKK;2064600.0;USD;300000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
797;2023-11-14 16:36:10;Spot;Deutsche Bank;Sell;DKK;7570200.0;USD;1100000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
798;2023-11-14 16:36:10;Spot;Deutsche Bank;Sell;DKK;6882000.0;USD;1000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
799;2023-11-14 16:36:10;Spot;Barclays;Sell;DKK;3440970.0;USD;500000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88194
800;2023-11-14 16:36:10;Spot;Barclays;Sell;DKK;3440970.0;USD;500000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88194
801;2023-11-14 16:36:10;Spot;UBS;Sell;DKK;6881960.0;USD;1000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88196
802;2023-11-14 16:36:10;Spot;Deutsche Bank;Sell;DKK;9634800.0;USD;1400000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
803;2023-11-14 16:36:10;Spot;JP Morgan;Sell;DKK;13764120.0;USD;2000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88206
804;2023-11-14 16:36:10;Spot;JP Morgan;Sell;DKK;6882140.0;USD;1000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88214
805;2023-11-14 16:36:10;Spot;UBS;Sell;DKK;13763940.0;USD;2000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88197
806;2023-11-14 16:36:10;Spot;Deutsche Bank;Sell;DKK;6882000.0;USD;1000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
807;2023-11-14 16:36:10;Spot;JP Morgan;Sell;DKK;13764120.0;USD;2000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88206
808;2023-11-14 16:36:10;Spot;Deutsche Bank;Sell;DKK;6882000.0;USD;1000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
809;2023-11-14 16:36:10;Spot;Barclays;Sell;DKK;3441000.0;USD;500000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
810;2023-11-14 16:36:10;Spot;Deutsche Bank;Sell;DKK;6882000.0;USD;1000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.882
811;2023-11-14 16:36:15;Spot;Citi;Sell;DKK;15140642.0;USD;2200000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88211
812;2023-11-14 16:36:15;Spot;JP Morgan;Sell;DKK;6193827.0;USD;900000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88203
813;2023-11-14 16:36:15;Spot;JP Morgan;Sell;DKK;13076351.0;USD;1900000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88229
814;2023-11-14 16:36:16;Spot;UBS;Sell;DKK;116995530.0;USD;17000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88209
815;2023-11-14 16:36:16;Spot;Barclays;Sell;DKK;20646420.0;USD;3000000.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;USD/DKK;USDDKK=;6.88214
816;2023-11-14 16:37:06;Swap;Deutsche Bank;Buy;USD;50000000.0;DKK;344180000.0;2023-11-16 00:00:00;2024-02-16 00:00:00;94;3M;USD/DKK;USDDKK=;6.8836
817;2023-11-14 16:59:55;Spot;UBS;Buy;EUR;5000000.0;DKK;37292750.0;2023-11-16 00:00:00;2023-11-16 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45855
818;2023-11-15 07:39:24;Spot;Deutsche Bank;Buy;USD;100000.0;DKK;685970.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.8597
819;2023-11-15 07:39:34;Spot;UBS;Buy;USD;200000.0;DKK;1371958.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.85979
820;2023-11-15 08:03:02;Spot;Deutsche Bank;Sell;DKK;74596000.0;EUR;10000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.4596
821;2023-11-15 08:04:42;Spot;UBS;Buy;USD;500000.0;DKK;3430465.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.86093
822;2023-11-15 08:11:58;Spot;UBS;Buy;USD;500000.0;DKK;3431870.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.86374
823;2023-11-15 08:27:26;Spot;UBS;Buy;USD;500000.0;DKK;3431835.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.86367
824;2023-11-15 08:29:46;Spot;UBS;Buy;USD;250000.0;DKK;1715842.5;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.86337
825;2023-11-15 08:29:46;Spot;JP Morgan;Buy;USD;250000.0;DKK;1715825.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.8633
826;2023-11-15 08:55:10;Spot;UBS;Buy;EUR;5000000.0;DKK;37293600.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45872
827;2023-11-15 08:55:35;Spot;Deutsche Bank;Buy;EUR;5000000.0;DKK;37293950.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45879
828;2023-11-15 09:05:27;Spot;Deutsche Bank;Sell;DKK;1697900.0;PLN;1000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.6979
829;2023-11-15 09:05:27;Spot;Deutsche Bank;Sell;DKK;5093700.0;PLN;3000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.6979
830;2023-11-15 09:05:27;Spot;Deutsche Bank;Sell;DKK;848950.0;PLN;500000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.6979
831;2023-11-15 09:05:27;Spot;Deutsche Bank;Sell;DKK;5093700.0;PLN;3000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.6979
832;2023-11-15 09:05:37;Spot;Deutsche Bank;Sell;DKK;12734250.0;PLN;7500000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.6979
833;2023-11-15 09:05:47;Spot;Citi;Sell;DKK;253068.45;NOK;400000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.632671125
834;2023-11-15 09:12:33;Spot;UBS;Buy;USD;200000.0;DKK;1371334.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.85667
835;2023-11-15 09:17:34;Spot;Citi;Sell;SEK;5283130.0;USD;500000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/SEK;USDSEK=;10.56626
836;2023-11-15 09:21:15;Spot;Deutsche Bank;Buy;USD;500000.0;DKK;3429300.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.8586
837;2023-11-15 09:35:11;Spot;JP Morgan;Buy;USD;800000.0;DKK;5488872.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.86109
838;2023-11-15 09:35:27;Spot;Citi;Sell;DKK;648592.55;SEK;1000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.64859255
839;2023-11-15 10:29:17;Spot;UBS;Sell;DKK;21297000.0;USD;3100000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.87
840;2023-11-15 10:32:15;Spot;JP Morgan;Sell;DKK;316379.6;NOK;500000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.6327592
841;2023-11-15 10:41:21;Spot;Deutsche Bank;Sell;DKK;679600.0;PLN;400000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.699
842;2023-11-15 10:52:42;Spot;JP Morgan;Sell;DKK;7459460.0;EUR;1000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45946
843;2023-11-15 10:52:43;Spot;JP Morgan;Sell;DKK;14918860.0;EUR;2000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45943
844;2023-11-15 10:56:28;Spot;JP Morgan;Sell;USD;162757.5;EUR;150000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9216165153679554
845;2023-11-15 10:56:28;Spot;Deutsche Bank;Sell;USD;108505.0;EUR;100000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9216165153679554
846;2023-11-15 10:56:28;Spot;UBS;Sell;USD;271262.5;EUR;250000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9216165153679554
847;2023-11-15 11:30:33;Spot;JP Morgan;Buy;USD;1000000.0;DKK;6871690.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.87169
848;2023-11-15 11:30:33;Spot;UBS;Buy;USD;100000.0;DKK;687174.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.87174
849;2023-11-15 11:32:04;Spot;UBS;Sell;PLN;1098465.0;EUR;250000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/PLN;EURPLN=;4.39386
850;2023-11-15 11:32:34;Spot;Barclays;Buy;SEK;768405.0;DKK;500000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6506985248664441
851;2023-11-15 11:32:34;Spot;Barclays;Buy;SEK;1231595.0;DKK;801397.06;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6506985332028793
852;2023-11-15 11:36:14;Spot;Citi;Buy;SEK;2000000.0;DKK;1301320.86;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6506604300000001
853;2023-11-15 11:41:35;Spot;Deutsche Bank;Sell;PLN;1098475.0;EUR;250000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/PLN;EURPLN=;4.3939
854;2023-11-15 11:49:11;Spot;UBS;Sell;DKK;7459690.0;EUR;1000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45969
855;2023-11-15 11:49:11;Spot;UBS;Sell;DKK;14919360.0;EUR;2000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45968
856;2023-11-15 11:51:22;Spot;JP Morgan;Sell;DKK;7459790.0;EUR;1000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45979
857;2023-11-15 11:51:22;Spot;UBS;Sell;DKK;7459790.0;EUR;1000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45979
858;2023-11-15 11:51:22;Spot;JP Morgan;Sell;DKK;1301905.32;SEK;2000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6509526600000001
859;2023-11-15 11:51:22;Spot;JP Morgan;Sell;DKK;7459790.0;EUR;1000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45979
860;2023-11-15 12:16:05;Spot;Deutsche Bank;Sell;DKK;1955289.03;SEK;3000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.65176301
861;2023-11-15 12:41:04;Spot;JP Morgan;Buy;USD;400000.0;DKK;2747116.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.86779
862;2023-11-15 12:52:01;Spot;JP Morgan;Buy;USD;300000.0;DKK;2059449.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.86483
863;2023-11-15 13:11:33;Spot;UBS;Sell;DKK;1302753.36;SEK;2000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.65137668
864;2023-11-15 13:22:15;Spot;Citi;Buy;USD;200000.0;NOK;2167246.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/NOK;USDNOK=;10.83623
865;2023-11-15 13:25:25;Spot;JP Morgan;Buy;USD;400000.0;DKK;2748504.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.87126
866;2023-11-15 13:25:35;Spot;Deutsche Bank;Sell;DKK;651020.47;SEK;1000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.65102047
867;2023-11-15 13:27:11;Spot;JP Morgan;Sell;DKK;951305.82;NOK;1500000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.6342038799999999
868;2023-11-15 13:32:02;Spot;Deutsche Bank;Sell;DKK;111889650.0;EUR;15000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45931
869;2023-11-15 13:41:28;Spot;Deutsche Bank;Buy;EUR;200000.0;USD;217136.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9210817183700538
870;2023-11-15 13:41:28;Spot;Deutsche Bank;Buy;EUR;800000.0;USD;868544.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9210817183700538
871;2023-11-15 13:41:33;Spot;Deutsche Bank;Buy;EUR;200000.0;USD;217116.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9211665653383445
872;2023-11-15 13:41:33;Spot;Deutsche Bank;Buy;EUR;400000.0;USD;434232.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9211665653383445
873;2023-11-15 13:41:33;Spot;Deutsche Bank;Buy;EUR;200000.0;USD;217116.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9211665653383445
874;2023-11-15 13:41:33;Spot;Deutsche Bank;Buy;EUR;200000.0;USD;217116.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.9211665653383445
875;2023-11-15 13:45:39;Spot;Citi;Sell;DKK;4552845.5;SEK;7000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6504065
876;2023-11-15 13:53:10;Spot;UBS;Buy;THB;3000000.0;DKK;580680.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;THB/DKK;THBDKK=;0.19356
877;2023-11-15 14:00:26;Spot;UBS;Sell;DKK;1302626.08;SEK;2000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.65131304
878;2023-11-15 14:00:31;Spot;JP Morgan;Sell;DKK;634803.75;NOK;1000000.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.63480375
879;2023-11-15 14:02:37;Spot;JP Morgan;Buy;USD;1000000.0;DKK;6864570.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.86457
880;2023-11-15 14:02:37;Spot;UBS;Buy;USD;500000.0;DKK;3432290.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;USD/DKK;USDDKK=;6.86458
881;2023-11-15 14:13:28;Spot;UBS;Buy;EUR;2100000.0;SEK;24051531.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/SEK;EURSEK=;11.45311
882;2023-11-15 14:13:28;Spot;JP Morgan;Buy;EUR;4000000.0;SEK;45812120.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/SEK;EURSEK=;11.45303
883;2023-11-15 14:13:28;Spot;JP Morgan;Buy;EUR;2000000.0;SEK;22904900.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/SEK;EURSEK=;11.45245
884;2023-11-15 14:13:28;Spot;JP Morgan;Buy;EUR;1000000.0;SEK;11452080.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/SEK;EURSEK=;11.45208
885;2023-11-15 14:13:28;Spot;Deutsche Bank;Buy;EUR;400000.0;SEK;4581040.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/SEK;EURSEK=;11.4526
886;2023-11-15 14:13:29;Spot;Barclays;Buy;EUR;500000.0;SEK;5726450.0;2023-11-17 00:00:00;2023-11-17 00:00:00;2;<1W;EUR/SEK;EURSEK=;11.4529
